ship-postal-code,ship-city,ship-state,ship-country
673503.0,EDACHERI,KERALA,IN
734001.0,SILIGURI,WEST BENGAL,IN
783370.0,KOKRAJHAR,ASSAM,IN
695102.0,ALAMCODE VANCHIYOOR THIRUVANANTHAPURAM DISTRICT,KERALA,IN
134109.0,PANCHKULA,HARYANA,IN
756181.0,BHADRAK,ODISHA,IN
571301.0,NANJANGUD,KARNATAKA,IN
722101.0,BANKURA,WEST BENGAL,IN
712221.0,CHAMPDANI,WEST BENGAL,IN
110014.0,NEW DELHI,DELHI,IN
243723.0,ISLAMNAGAR,UTTAR PRADESH,IN
583102.0,BALLARI,KARNATAKA,IN
143401.0,TARANTARAN,PUNJAB,IN
518502.0,NANDYAL,ANDHRA PRADESH,IN
735207.0,JALPAIGURI,WEST BENGAL,IN
175001.0,MANDI,HIMACHAL PRADESH,IN
741245.0,KALYANI,WEST BENGAL,IN
333028.0,CHIRAWA,RAJASTHAN,IN
581402.0,SIRSI,KARNATAKA,IN
175027.0,MANDI,HIMACHAL PRADESH,IN
604001.0,TINDIVANAM,TAMIL NADU,IN
580007.0,DHARWAD,KARNATAKA,IN
673638.0,KONDOTTY,KERALA,IN
141109.0,RAIKOT,PUNJAB,IN
600005.0,CHENNAI,TAMIL NADU,IN
600045.0,CHENNAI,TAMIL NADU,IN
711112.0,HOWRAH,WEST BENGAL,IN
695013.0,THIRUVANANTHAPURAM,KERALA,IN
793004.0,SHILLONG,MEGHALAYA,IN
638051.0,SIPCOT PERUNDURAI,TAMIL NADU,IN
531055.0,YELAMANCHILI,ANDHRA PRADESH,IN
474004.0,GWALIOR,MADHYA PRADESH,IN
755019.0,BYASANAGAR,ODISHA,IN
600101.0,CHENNAI,TAMIL NADU,IN
580004.0,DHARWAD,KARNATAKA,IN
249001.0,TEHRI,UTTARAKHAND,IN
440012.0,NAGPUR,MAHARASHTRA,IN
683517.0,VARAPUZHA,KERALA,IN
191121.0,SRINAGAR,JAMMU & KASHMIR,IN
855113.0,KATIHAR,BIHAR,IN
625016.0,MADURAI,TAMIL NADU,IN
756002.0,BALESHWAR,ODISHA,IN
400001.0,MUMBAI,MAHARASHTRA,IN
576227.0,UDUPI,KARNATAKA,IN
518006.0,KURNOOL,ANDHRA PRADESH,IN
577139.0,SRINGERI,KARNATAKA,IN
497226.0,VISHRAMPUR,CHHATTISGARH,IN
757002.0,BARIPADA,ODISHA,IN
400087.0,MUMBAI,MAHARASHTRA,IN
713518.0,KATWA,WEST BENGAL,IN
416005.0,KOLHAPUR,MAHARASHTRA,IN
522306.0,GUNTUR,ANDHRA PRADESH,IN
683503.0,KALAMASSERY,KERALA,IN
600102.0,CHENNAI,TAMIL NADU,IN
285001.0,ORAI,UTTAR PRADESH,IN
400052.0,MUMBAI,MAHARASHTRA,IN
518001.0,KURNOOL,ANDHRA PRADESH,IN
627412.0,ALWARKURICHI,TAMIL NADU,IN
144602.0,KAPURTHALA,PUNJAB,IN
452006.0,INDORE,MADHYA PRADESH,IN
670010.0,CHIRAKKAL,KERALA,IN
637208.0,PANDAMANGALAM,TAMIL NADU,IN
680623.0,THRISSUR,KERALA,IN
524126.0,NAIDUPET-NELLORE DISTRICT,ANDHRA PRADESH,IN
411043.0,PUNE,MAHARASHTRA,IN
803110.0,HARNAUT,BIHAR,IN
695568.0,THIRUVANANTHAPURAM,KERALA,IN
630702.0,ILAYANGUDI,TAMIL NADU,IN
530041.0,MADHURAWADA,ANDHRA PRADESH,IN
480449.0,PAL CHAURAI,MADHYA PRADESH,IN
700106.0,KOLKATA,WEST BENGAL,IN
680684.0,CHALAKUDY,KERALA,IN
522001.0,GUNTUR,ANDHRA PRADESH,IN
679322.0,PERINTHALMANNA,KERALA,IN
524101.0,GUDUR,ANDHRA PRADESH,IN
411031.0,PUNE,MAHARASHTRA,IN
522616.0,CHILAKALURIPET,ANDHRA PRADESH,IN
600042.0,CHENNAI,TAMIL NADU,IN
226014.0,LUCKNOW,UTTAR PRADESH,IN
403521.0,PORVORIM,GOA,IN
641653.0,ANNUR,TAMIL NADU,IN
485446.0,NAGOD,MADHYA PRADESH,IN
504208.0,MANCHERIAL,TELANGANA,IN
854302.0,PURNIA,BIHAR,IN
271204.0,KHARGUPUR,UTTAR PRADESH,IN
380004.0,AHMEDABAD,GUJARAT,IN
141007.0,LUDHIANA,PUNJAB,IN
403524.0,ARAMBOL,GOA,IN
454365.0,DAHI,MADHYA PRADESH,IN
682019.0,ERNAKULAM,KERALA,IN
416529.0,SAWANTWADI,MAHARASHTRA,IN
829134.0,ARA,JHARKHAND,IN
225413.0,SIDDHAUR,UTTAR PRADESH,IN
753004.0,CUTTACK,ODISHA,IN
160104.0,ZIRAKPUR,PUNJAB,IN
415003.0,SATARA,MAHARASHTRA,IN
690508.0,KANNAMANGALAM ALAPPUZHA DISTRICT,KERALA,IN
400014.0,MUMBAI,MAHARASHTRA,IN
632001.0,VELLORE,TAMIL NADU,IN
411013.0,PUNE,MAHARASHTRA,IN
171010.0,SHIMLA,HIMACHAL PRADESH,IN
192231.0,KULGAM,JAMMU & KASHMIR,IN
770032.0,ROURKELA,ODISHA,IN
620021.0,TIRUCHIRAPPALLI,TAMIL NADU,IN
629161.0,THIRUVARAMBU,TAMIL NADU,IN
246174.0,SRINAGAR GARHWAL,UTTARAKHAND,IN
670002.0,KANNUR,KERALA,IN
422005.0,NASHIK,MAHARASHTRA,IN
767001.0,BALANGIR,ODISHA,IN
680021.0,THRISSUR,KERALA,IN
700020.0,KOLKATA,WEST BENGAL,IN
471515.0,LAUNDI,MADHYA PRADESH,IN
621105.0,SAMAYAPURAM,TAMIL NADU,IN
846005.0,DARBHANGA,BIHAR,IN
471001.0,CHHATARPUR,MADHYA PRADESH,IN
641114.0,COIMBATORE,TAMIL NADU,IN
782002.0,NAGAON,ASSAM,IN
560054.0,BENGALURU,KARNATAKA,IN
160047.0,CHANDIGARH,CHANDIGARH,IN
606207.0,VADAKKANANDAL,TAMIL NADU,IN
110044.0,NEW DELHI,DELHI,IN
814113.0,DEOGHAR,JHARKHAND,IN
560005.0,BENGALURU,KARNATAKA,IN
262122.0,PURANPUR,UTTAR PRADESH,IN
442102.0,SEVAGRAM,MAHARASHTRA,IN
635001.0,KRISHNAGIRI,TAMIL NADU,IN
524203.0,KAVALI INDUSTRIAL AREA,ANDHRA PRADESH,IN
680732.0,MALA,KERALA,IN
781001.0,GUWAHATI,ASSAM,IN
416115.0,ICHALKARANJI,MAHARASHTRA,IN
583101.0,BALLARI,KARNATAKA,IN
582101.0,GADAG BETIGERI,KARNATAKA,IN
400094.0,MUMBAI,MAHARASHTRA,IN
683546.0,PERUMBAVOOR,KERALA,IN
632301.0,ARANI,TAMIL NADU,IN
534201.0,BHIMAVARAM,ANDHRA PRADESH,IN
600061.0,CHENNAI,TAMIL NADU,IN
700036.0,KOLKATA,WEST BENGAL,IN
410201.0,KARJAT RAIGARH DISTRICT,MAHARASHTRA,IN
411062.0,PUNE,MAHARASHTRA,IN
673122.0,KALPETTA,KERALA,IN
600049.0,CHENNAI,TAMIL NADU,IN
411016.0,PUNE,MAHARASHTRA,IN
412307.0,PUNE,MAHARASHTRA,IN
388001.0,ANAND,GUJARAT,IN
676102.0,"TIRUR, MALAPPURAM",KERALA,IN
176047.0,NAGROTA BAGWAN,HIMACHAL PRADESH,IN
682308.0,PUTHENCRUZ,KERALA,IN
411051.0,PUNE,MAHARASHTRA,IN
580028.0,HUBBALLI,KARNATAKA,IN
581308.0,KARWAR,KARNATAKA,IN
131021.0,SONIPAT,HARYANA,IN
803116.0,RAJGIR,BIHAR,IN
171006.0,SHIMLA,HIMACHAL PRADESH,IN
711110.0,HOWRAH,WEST BENGAL,IN
641029.0,COIMBATORE,TAMIL NADU,IN
796701.0,LUNGLEI,MIZORAM,IN
721401.0,CONTAI,WEST BENGAL,IN
690502.0,KAYAMKULAM,KERALA,IN
110043.0,NEW DELHI,DELHI,IN
712233.0,UTTARPARA KOTRUNG,WEST BENGAL,IN
140308.0,MOHALI,PUNJAB,IN
751031.0,BHUBANESWAR,ODISHA,IN
305601.0,NASIRABAD,RAJASTHAN,IN
673003.0,KOZHIKODE,KERALA,IN
642113.0,SOLAMADEVI TIRUPPUR DISTRICT,TAMIL NADU,IN
763008.0,KORAPUT,ODISHA,IN
180002.0,JAMMU,JAMMU & KASHMIR,IN
641018.0,COIMBATORE,TAMIL NADU,IN
143002.0,AMRITSAR,PUNJAB,IN
483770.0,BARHI,MADHYA PRADESH,IN
425410.0,NANDURBAR DISTRICT,MAHARASHTRA,IN
396590.0,"AT POST UNAI,TA VANSDA DI NAVSARI",GUJARAT,IN
680685.0,PAPPINIVATTOM,KERALA,IN
576101.0,UDUPI,KARNATAKA,IN
533201.0,AMALAPURAM,ANDHRA PRADESH,IN
305004.0,AJMER,RAJASTHAN,IN
250103.0,MEERUT,UTTAR PRADESH,IN
691302.0,POOTHAKKULAM,KERALA,IN
516150.0,NAGIREDDIPALLE,ANDHRA PRADESH,IN
845103.0,RAMNAGAR,BIHAR,IN
403508.0,ALDONA,GOA,IN
400083.0,MUMBAI,MAHARASHTRA,IN
395003.0,SURAT,GUJARAT,IN
754202.0,CUTTACK,ODISHA,IN
226401.0,UNNAO,UTTAR PRADESH,IN
425003.0,JALGAON,MAHARASHTRA,IN
403511.0,SALIGAO,GOA,IN
571607.0,KRISHNARAJA SAGARA,KARNATAKA,IN
835215.0,"BIT CAMPUS MESRA, RANCHI",JHARKHAND,IN
591237.0,NIPANI,KARNATAKA,IN
535463.0,PARVATHIPURAM,ANDHRA PRADESH,IN
783381.0,BONGAIGAON,ASSAM,IN
695024.0,THIRUVANANTHAPURAM,KERALA,IN
444605.0,AMRAVATI,MAHARASHTRA,IN
495119.0,PENDRA,CHHATTISGARH,IN
500030.0,HYDERABAD,TELANGANA,IN
734010.0,SILIGURI,WEST BENGAL,IN
794101.0,TURA,MEGHALAYA,IN
530018.0,VISAKHAPATNAM,ANDHRA PRADESH,IN
600127.0,CHENNAI,TAMIL NADU,IN
765001.0,RAYAGADA RAYAGADA DISTRICT,ODISHA,IN
302039.0,JAIPUR,RAJASTHAN,IN
263140.0,NAINITAL,UTTARAKHAND,IN
686581.0,ERATTUPETTA,KERALA,IN
678008.0,PALAKKAD,KERALA,IN
571302.0,MYSORE DISTRICT,KARNATAKA,IN
221405.0,DINDASPUR,UTTAR PRADESH,IN
679326.0,PERINTHALMANNA,KERALA,IN
793017.0,SHILLONG,MEGHALAYA,IN
192122.0,AWANTIPORA,JAMMU & KASHMIR,IN
391310.0,VADODARA,GUJARAT,IN
686504.0,KOTTAYAM,KERALA,IN
712248.0,RISHRA,WEST BENGAL,IN
361005.0,JAMNAGAR,GUJARAT,IN
638001.0,ERODE,TAMIL NADU,IN
625020.0,MADURAI,TAMIL NADU,IN
121009.0,FARIDABAD,HARYANA,IN
607402.0,PONDICHERRY,PUDUCHERRY,IN
382418.0,AHMEDABAD,GUJARAT,IN
444602.0,BHATKULI,MAHARASHTRA,IN
713203.0,DURGAPUR,WEST BENGAL,IN
800010.0,PATNA,BIHAR,IN
581325.0,DANDELI,KARNATAKA,IN
141010.0,LUDHIANA,PUNJAB,IN
227409.0,AMETHI,UTTAR PRADESH,IN
721504.0,BINPUR I,WEST BENGAL,IN
505302.0,VEMULAWADA,TELANGANA,IN
785610.0,GOLAGHAT,ASSAM,IN
691011.0,"ERAVIPURAM,KOLLAM",KERALA,IN
642114.0,COIMBATORE,TAMIL NADU,IN
400603.0,THANE,MAHARASHTRA,IN
261203.0,MAHMUDABAD,UTTAR PRADESH,IN
176041.0,BHOTA,HIMACHAL PRADESH,IN
600081.0,CHENNAI,TAMIL NADU,IN
757043.0,RAIRANGPUR,ODISHA,IN
203411.0,BULANDSHAHR,UTTAR PRADESH,IN
786126.0,TINSUKIA,ASSAM,IN
678597.0,MANNARKAD,KERALA,IN
396230.0,SILVASSA,DADRA AND NAGAR,IN
494226.0,KONDAGAON,CHHATTISGARH,IN
751025.0,BHUBANESWAR,ODISHA,IN
500078.0,HYDERBAD,TELANGANA,IN
225301.0,DEWA,UTTAR PRADESH,IN
671318.0,UDMA,KERALA,IN
110077.0,NEW DELHI,DELHI,IN
680663.0,KODUNGALLUR,KERALA,IN
506003.0,WARANGAL,TELANGANA,IN
603203.0,NANDIVARAM GUDUVANCHERI,TAMIL NADU,IN
734004.0,SILIGURI,WEST BENGAL,IN
324005.0,KOTA,RAJASTHAN,IN
415621.0,KHED,MAHARASHTRA,IN
700002.0,KOLKATA,WEST BENGAL,IN
495691.0,MALKHARODA,CHHATTISGARH,IN
571218.0,VIRAJPET,KARNATAKA,IN
515002.0,ANANTAPUR,ANDHRA PRADESH,IN
622001.0,PUDUKKOTTAI,TAMIL NADU,IN
226030.0,LUCKNOW,UTTAR PRADESH,IN
734014.0,UTTAR BAGDOGRA,WEST BENGAL,IN
560071.0,BENGALURU,KARNATAKA,IN
413512.0,LATUR,MAHARASHTRA,IN
700077.0,KOLKATA,WEST BENGAL,IN
515672.0,DHARMAVARAM,ANDHRA PRADESH,IN
641026.0,COIMBATORE,TAMIL NADU,IN
176001.0,KANGRA,HIMACHAL PRADESH,IN
685584.0,THODUPUZHA,KERALA,IN
441912.0,TUMSAR,MAHARASHTRA,IN
761012.0,DIGAPAHANDI,ODISHA,IN
410507.0,TALEGAON MIDC,MAHARASHTRA,IN
444108.0,TELHARA,MAHARASHTRA,IN
263153.0,RUDRAPUR,UTTARAKHAND,IN
844111.0,VAISHALI,BIHAR,IN
841301.0,CHAPRA,BIHAR,IN
517214.0,PILERU,ANDHRA PRADESH,IN
311022.0,BHILWARA,RAJASTHAN,IN
227202.0,LUCKNOW,UTTAR PRADESH,IN
400704.0,NAVI MUMBAI,MAHARASHTRA,IN
262001.0,PILIBHIT,UTTAR PRADESH,IN
249404.0,HARDWAR,UTTARAKHAND,IN
495450.0,KORBA,CHHATTISGARH,IN
388325.0,KARAMSAD - ANAND,GUJARAT,IN
560025.0,BANGALORE,KARNATAKA,IN
246762.0,NAGINA,UTTAR PRADESH,IN
712202.0,SERAMPORE,WEST BENGAL,IN
400090.0,MUMBAI,MAHARASHTRA,IN
207123.0,KASGANJ,UTTAR PRADESH,IN
770014.0,SUBDEGA,ODISHA,IN
741103.0,KRISHNANAGAR,WEST BENGAL,IN
573103.0,ARSIKERE,KARNATAKA,IN
751017.0,BHUBANESWAR,ODISHA,IN
636006.0,SALEM,TAMIL NADU,IN
676303.0,NEDUVA,KERALA,IN
562110.0,BENGALURU,KARNATAKA,IN
416012.0,KOLHAPUR,MAHARASHTRA,IN
600032.0,MADUVANKARAI/CHENNAI,TAMIL NADU,IN
431602.0,NANDED WAGHALA,MAHARASHTRA,IN
516434.0,JAMMALAMADUGU,ANDHRA PRADESH,IN
326001.0,JHALAWAR,RAJASTHAN,IN
284403.0,LALITPUR,UTTAR PRADESH,IN
695610.0,NEDUMANGAD,KERALA,IN
273412.0,GORAKHPUR,UTTAR PRADESH,IN
625107.0,MADURAI,TAMIL NADU,IN
848208.0,SAMASTIPUR,BIHAR,IN
461115.0,ITARSI,MADHYA PRADESH,IN
412208.0,SHIKRAPUR,MAHARASHTRA,IN
412106.0,LONAVALA,MAHARASHTRA,IN
628001.0,THOOTHUKKUDI,TAMIL NADU,IN
571111.0,GUNDLUPET,KARNATAKA,IN
670004.0,PALLIKKUNNU,KERALA,IN
584104.0,RAICHUR,KARNATAKA,IN
562157.0,BENGALURU,KARNATAKA,IN
752101.0,BHUBANESWAR,ODISHA,IN
782003.0,NAGAON,ASSAM,IN
370020.0,MADHAPAR,GUJARAT,IN
690509.0,THAZHAKARA,KERALA,IN
695101.0,ATTINGAL,KERALA,IN
560003.0,BENGALURU,KARNATAKA,IN
560012.0,BENGALURU,KARNATAKA,IN
700118.0,"RAHARA BAZAR,KHARDAH",WEST BENGAL,IN
628103.0,KUMARAGIRI,TAMIL NADU,IN
683580.0,CHOWWARA,KERALA,IN
411053.0,PUNE,MAHARASHTRA,IN
671541.0,KASARAGOD,KERALA,IN
143505.0,BATALA,PUNJAB,IN
208022.0,KANPUR,UTTAR PRADESH,IN
324010.0,KOTA,RAJASTHAN,IN
143102.0,AJNALA,PUNJAB,IN
143112.0,"RAYYA, AMRITSAR",PUNJAB,IN
491111.0,PATAN,CHHATTISGARH,IN
400034.0,MUMBAI,MAHARASHTRA,IN
533236.0,ATREYAPURAM,ANDHRA PRADESH,IN
641023.0,COIMBATORE,TAMIL NADU,IN
416003.0,KOLHAPUR,MAHARASHTRA,IN
758002.0,KENDUJHAR,ODISHA,IN
852113.0,MADHEPURA,BIHAR,IN
172201.0,JHAKHRI,HIMACHAL PRADESH,IN
246761.0,DHAMPUR,UTTAR PRADESH,IN
362715.0,KODINAR,GUJARAT,IN
497448.0,NAI LEDRI,CHHATTISGARH,IN
788737.0,KARIMGANJ,ASSAM,IN
636008.0,SALEM,TAMIL NADU,IN
686502.0,KOTTAYAM,KERALA,IN
756111.0,BALESHWAR,ODISHA,IN
686630.0,ETTUMANOOR,KERALA,IN
572104.0,TUMAKURU,KARNATAKA,IN
842001.0,MUZAFFARPUR,BIHAR,IN
757084.0,BARIPADA,ODISHA,IN
821305.0,DEHRI,BIHAR,IN
711102.0,HOWRAH,WEST BENGAL,IN
493773.0,DHAMTARI,CHHATTISGARH,IN
452013.0,INDORE,MADHYA PRADESH,IN
208006.0,KANPUR,UTTAR PRADESH,IN
414001.0,AHMADNAGAR,MAHARASHTRA,IN
600013.0,CHENNAI,TAMIL NADU,IN
600019.0,TIRUVALLUR,TAMIL NADU,IN
573125.0,ARSIKERE,KARNATAKA,IN
769042.0,ROURKELA,ODISHA,IN
440010.0,NAGPUR,MAHARASHTRA,IN
148101.0,BARNALA,PUNJAB,IN
826004.0,DHANBAD,JHARKHAND,IN
686041.0,CHUNGAM,KERALA,IN
282006.0,AGRA,UTTAR PRADESH,IN
127021.0,BHIWANI,HARYANA,IN
144527.0,GARHSHANKAR,PUNJAB,IN
623526.0,RAMESWARAM,TAMIL NADU,IN
134112.0,PANCHKULA,HARYANA,IN
190006.0,SRINAGAR,JAMMU & KASHMIR,IN
563137.0,MALUR,KARNATAKA,IN
534305.0,NIDADAVOLE,ANDHRA PRADESH,IN
831006.0,JAMSHEDPUR,JHARKHAND,IN
682311.0,"ERNAKULAM, KOLENCHERY",KERALA,IN
700113.0,BANDIPUR,WEST BENGAL,IN
500037.0,HYDERABAD,TELANGANA,IN
486890.0,VINDHYA NAGAR NTPC TOWNSHIP,MADHYA PRADESH,IN
700124.0,BARASAT,WEST BENGAL,IN
686637.0,KOTTAYAM,KERALA,IN
465674.0,BIAORA,MADHYA PRADESH,IN
140301.0,MOHALI,PUNJAB,IN
605010.0,PUDUCHERRY,PUDUCHERRY,IN
680613.0,MANALUR,KERALA,IN
811311.0,LAKHISARAI,BIHAR,IN
700001.0,KOLKATA,WEST BENGAL,IN
759103.0,FCI TOWNSHIP,ODISHA,IN
792103.0,NAMSAI,ARUNACHAL PRADESH,IN
686577.0,PALA,KERALA,IN
737136.0,RANGPO,SIKKIM,IN
713204.0,DURGAPUR,WEST BENGAL,IN
605005.0,PUDUCHERRY,PUDUCHERRY,IN
829127.0,BERMO,JHARKHAND,IN
394305.0,CHALTHAN,GUJARAT,IN
741102.0,KRISHNANAGAR,WEST BENGAL,IN
606001.0,VIRUDHACHALAM,TAMIL NADU,IN
764059.0,NABARANGAPUR,ODISHA,IN
364001.0,BHAVNAGAR,GUJARAT,IN
600039.0,CHENNAI,TAMIL NADU,IN
629162.0,KANNIYAKUMARI DISTRICT,TAMIL NADU,IN
670602.0,MAYYIL,KERALA,IN
400026.0,MUMBAI,MAHARASHTRA,IN
517503.0,TIRUPATI,ANDHRA PRADESH,IN
676501.0,MALAPPURAM,KERALA,IN
680697.0,CHALAKUDY,KERALA,IN
734214.0,MIRIK,WEST BENGAL,IN
522005.0,NALLAPADU,ANDHRA PRADESH,IN
590003.0,BELAGAVI,KARNATAKA,IN
208003.0,KANPUR,UTTAR PRADESH,IN
741506.0,NADIA,WEST BENGAL,IN
403513.0,COLVALE,GOA,IN
522601.0,NARASARAOPET,ANDHRA PRADESH,IN
140113.0,ROPAR,PUNJAB,IN
530013.0,VISAKHAPATNAM,ANDHRA PRADESH,IN
584115.0,HATTI GOLD MINES,KARNATAKA,IN
580024.0,HUBBALLI,KARNATAKA,IN
713422.0,MANTESWAR,WEST BENGAL,IN
496661.0,KHARSIA,CHHATTISGARH,IN
673104.0,VADAKARA,KERALA,IN
759145.0,ANUGUL,ODISHA,IN
484886.0,AMARKANTAK,MADHYA PRADESH,IN
209841.0,NIYOTNI,UTTAR PRADESH,IN
713321.0,ANDAL,WEST BENGAL,IN
180013.0,JAMMU,JAMMU & KASHMIR,IN
201008.0,DADRI,UTTAR PRADESH,IN
110006.0,DELHI,DELHI,IN
190018.0,SRINAGAR,JAMMU & KASHMIR,IN
625002.0,MADURAI,TAMIL NADU,IN
736159.0,TUFANGANJ,WEST BENGAL,IN
274702.0,BHATPAR RANI,UTTAR PRADESH,IN
412409.0,PUNE,MAHARASHTRA,IN
521165.0,VUYYURU,ANDHRA PRADESH,IN
402107.0,PEN,MAHARASHTRA,IN
676317.0,MOONNIYUR,KERALA,IN
741101.0,KRISHNANAGAR,WEST BENGAL,IN
680620.0,ERAVU,KERALA,IN
440014.0,NAGPUR,MAHARASHTRA,IN
632406.0,"RANIPET, VELLORE",TAMIL NADU,IN
691507.0,"PUTHOOR ,KOLLAM",KERALA,IN
795003.0,IMPHAL WEST,MANIPUR,IN
443201.0,CHIKHLI,MAHARASHTRA,IN
136027.0,KAITHAL,HARYANA,IN
637215.0,NAMAKKAL,TAMIL NADU,IN
642109.0,COIMBATORE,TAMIL NADU,IN
173214.0,SOLAN,HIMACHAL PRADESH,IN
248008.0,DEHRADUN,UTTARAKHAND,IN
743428.0,DHANYAKURIA,WEST BENGAL,IN
673101.0,VADAKARA,KERALA,IN
123029.0,MAHENDRAGARH,HARYANA,IN
530043.0,VISAKHAPATNAM,ANDHRA PRADESH,IN
635204.0,NAGOJANAHALLI,TAMIL NADU,IN
229406.0,UNCHAHAR,UTTAR PRADESH,IN
570030.0,MYSURU,KARNATAKA,IN
583227.0,GANGAWATI,KARNATAKA,IN
392140.0,VADODARA,GUJARAT,IN
682034.0,CHERANALLUR,KERALA,IN
797115.0,DIMAPUR,NAGALAND,IN
524201.0,KAVALI,ANDHRA PRADESH,IN
793010.0,SHILLONG,MEGHALAYA,IN
621712.0,PUVALUR,TAMIL NADU,IN
642004.0,ZAMIN UTHUKULI,TAMIL NADU,IN
520012.0,VIJAYAWADA,ANDHRA PRADESH,IN
301705.0,RIICO INDUSTRIAL AREA NEEMRANA,RAJASTHAN,IN
700068.0,KOLKATA,WEST BENGAL,IN
502278.0,GAJWEL,TELANGANA,IN
781316.0,HOWLI,ASSAM,IN
440025.0,NAGPUR,MAHARASHTRA,IN
700066.0,KOLKATA,WEST BENGAL,IN
686665.0,ELANJI P.O,KERALA,IN
175131.0,MANALI,HIMACHAL PRADESH,IN
731101.0,SURI,WEST BENGAL,IN
679101.0,OTTAPPALAM,KERALA,IN
416207.0,KOLHAPUR,MAHARASHTRA,IN
176215.0,DHARAMSALA,HIMACHAL PRADESH,IN
761008.0,GANJAM,ODISHA,IN
695030.0,THIRUVANANTHAPURAM,KERALA,IN
385001.0,PALANPUR,GUJARAT,IN
324002.0,KOTA,RAJASTHAN,IN
416606.0,MALWAN,MAHARASHTRA,IN
700103.0,KOLKATA,WEST BENGAL,IN
208008.0,KANPUR,UTTAR PRADESH,IN
276306.0,CHAKMANO,UTTAR PRADESH,IN
277303.0,SIKANDERPUR BALLIA DISTRICT,UTTAR PRADESH,IN
400602.0,THANE,MAHARASHTRA,IN
670141.0,TALIPARAMBA KANNUR,KERALA,IN
416414.0,SANGLI MIRAJ KUPWAD,MAHARASHTRA,IN
682315.0,KANJIRAMATTOM,KERALA,IN
752001.0,PURI,ODISHA,IN
625402.0,PARAVAI,TAMIL NADU,IN
607403.0,PUDUCHERRY,PUDUCHERRY,IN
641664.0,COIMBATORE,TAMIL NADU,IN
610104.0,THIRUVARUR,TAMIL NADU,IN
641031.0,NARASIMHANAICKENPALAYAM,TAMIL NADU,IN
451001.0,KHARGONE,MADHYA PRADESH,IN
580026.0,HUBBALLI,KARNATAKA,IN
680022.0,THRISSUR,KERALA,IN
414002.0,AHMADNAGAR,MAHARASHTRA,IN
851130.0,NAWKOTHI,BIHAR,IN
765019.0,BISHAMA KATAK,ODISHA,IN
403516.0,CALANGUTE,GOA,IN
533255.0,"RAMACHANDRA PURAM, EAST GODAVARI",ANDHRA PRADESH,IN
444904.0,"CHANDUR RAILWAY, DIST - AMRAVATI",MAHARASHTRA,IN
392130.0,BHARUCH,GUJARAT,IN
282007.0,AGRA,UTTAR PRADESH,IN
695301.0,PALLIPPURAM THIRUVANANTHAPURAM DISTRICT,KERALA,IN
110040.0,NARELA,DELHI,IN
584128.0,SINDHNUR,KARNATAKA,IN
791110.0,NAHARLAGUN,ARUNACHAL PRADESH,IN
517541.0,SRICITY,ANDHRA PRADESH,IN
191111.0,BUDGAM,JAMMU & KASHMIR,IN
140001.0,ROPAR,PUNJAB,IN
383430.0,IDAR,GUJARAT,IN
171013.0,SHIMLA,HIMACHAL PRADESH,IN
680656.0,VELLANIKKARA,KERALA,IN
721151.0,KOLAGHAT,WEST BENGAL,IN
585314.0,GULBARGA,KARNATAKA,IN
364003.0,BHAVNAGAR,GUJARAT,IN
680501.0,KECHERY,KERALA,IN
203408.0,GULAOTHI,UTTAR PRADESH,IN
110037.0,SOUTH WEST DELHI,DELHI,IN
799008.0,AGARTALA,TRIPURA,IN
425426.0,NANDURBAR,MAHARASHTRA,IN
788101.0,SILCHAR,ASSAM,IN
574323.0,BANTVAL,KARNATAKA,IN
394155.0,SURAT,GUJARAT,IN
414605.0,NEVASA,MAHARASHTRA,IN
483220.0,PANAGAR,MADHYA PRADESH,IN
160023.0,CHANDIGARH,CHANDIGARH,IN
208024.0,KANPUR NAGAR,UTTAR PRADESH,IN
581103.0,ALNAVAR,KARNATAKA,IN
695015.0,THIRUVANANTHAPURAM,KERALA,IN
281001.0,MATHURA,UTTAR PRADESH,IN
769005.0,ROURKELA,ODISHA,IN
742138.0,KANDI,WEST BENGAL,IN
201007.0,GHAZIABAD,UTTAR PRADESH,IN
521105.0,HANUMAN JUNCTION,ANDHRA PRADESH,IN
171001.0,SHIMLA,HIMACHAL PRADESH,IN
271845.0,IKAUNA,UTTAR PRADESH,IN
743248.0,NEBADHAI DUTTAPUKUR,WEST BENGAL,IN
122050.0,MANESAR,HARYANA,IN
335511.0,HANUMANGARH,RAJASTHAN,IN
624601.0,PALANI,TAMIL NADU,IN
700079.0,KOLKATA,WEST BENGAL,IN
522426.0,MACHERLA,ANDHRA PRADESH,IN
781016.0,GUWAHATI,ASSAM,IN
304801.0,TONK,RAJASTHAN,IN
462026.0,BHOPAL,MADHYA PRADESH,IN
248171.0,DEHRADUN,UTTARAKHAND,IN
734009.0,SILIGURI,WEST BENGAL,IN
160018.0,CHANDIGARH,CHANDIGARH,IN
678554.0,CHITTUR THATHAMANGALAM,KERALA,IN
691533.0,PATHANAPURAM,KERALA,IN
609001.0,MAYILADUTHURAI,TAMIL NADU,IN
503175.0,NIZAMABAD,TELANGANA,IN
683562.0,KUNNATHUNAD,KERALA,IN
335805.0,SURATGARH,RAJASTHAN,IN
688526.0,THAIKATTUSSERY,KERALA,IN
248003.0,DEHRADUN,UTTARAKHAND,IN
782427.0,NAGAON,ASSAM,IN
500023.0,HYDERABAD,TELANGANA,IN
144205.0,DASUYA,PUNJAB,IN
591307.0,GOKAK,KARNATAKA,IN
